replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/ExplReturns Mean,evaluation/ExplReturns Std,evaluation/ExplReturns Max,evaluation/ExplReturns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
723300,4.5855631e-07,4.5574689e-07,0.025135227,-0.024966227,0.014950511,-0.01170257,-0.074470714,-0.025090415,0.015034453,-0.011879986,-0.07388971,-0.024984263,0.014940929,-0.011479989,-0.07371894,4.5855631e-07,9.109166e-07,5.389485e-06,5.4543956e-11,4.5574689e-07,1.0322369e-06,6.213515e-06,9.206667e-12,0.14285715,0.98974335,1.0,-1.0,723300,1447,500.0,0.0,500,500,3.323657950017028e-05,0.0003108762441947375,0.0052877470297834185,3.68594044175552e-15,0.01661828975008515,0.009750004632053028,0.0315424742873405,0.004329162362200246,0.13750314446040707,0.9519478652503509,1.0,-1.0,5,0.01661828975008515,720000,1440,500.0,0.0,500,500,3.8201370415737e-05,0.0003944838290473964,0.007430572700008043,4.130029651605583e-15,0.01910068520786849,0.015882968245858012,0.047309277343603746,0.006026989653045172,0.01910068520786849,0.015882968245858012,0.047309277343603746,0.006026989653045172,0.14285715,0.98974335,1.0,-1.0,5,0.01910068520786849,0.01127009100309806,79.68968992699956,56.61850732199673,0.010284216004947666,0.0038092289978521876,3.12794822199794,139.46150900700013,36509.05763977094,287
725800,3.486275e-07,4.0437578e-07,0.027339242,-0.027202217,0.01531975,-0.012430411,-0.07203072,-0.02716501,0.015254805,-0.01243699,-0.07130828,-0.02734816,0.015315369,-0.012594295,-0.07071686,3.486275e-07,6.4843783e-07,5.0281965e-06,6.0864517e-12,4.0437575e-07,1.0174488e-06,8.059302e-06,2.8577488e-13,0.14285715,0.98974335,1.0,-1.0,725800,1452,500.0,0.0,500,500,2.0100595742821025e-05,0.00019764996009943031,0.0035144575902280708,1.27675647831893e-15,0.010050297871410513,0.0056327151933096556,0.02005896649376683,0.0025508917802124255,0.1373383092736367,0.951622590424983,1.0,-1.0,5,0.010050297871410513,722500,1445,500.0,0.0,500,500,2.231916008505121e-05,0.00022702631477229803,0.004175702901594536,1.865174681370263e-15,0.011159580042525603,0.004991042699558818,0.017899097595236883,0.003854315344545013,0.011159580042525603,0.004991042699558818,0.017899097595236883,0.003854315344545013,0.14285715,0.98974335,1.0,-1.0,5,0.011159580042525603,0.011363320998498239,57.40092291700421,57.26060337400122,0.01019238000299083,0.0037508579989662394,3.1233577859966317,117.81019063600252,36626.869440510956,288
728300,2.3062581e-05,2.6823178e-05,0.026510566,-0.026381757,0.018744638,0.10246732,-0.06665432,-0.026093107,0.01893744,0.106579594,-0.06696737,-0.026718296,0.016133286,0.04851626,-0.06571065,2.306258e-05,0.00025623856,0.0029107172,1.040773e-11,2.6823178e-05,0.00029678032,0.003371351,1.6446297e-10,0.14285715,0.98974335,1.0,-1.0,728300,1457,500.0,0.0,500,500,2.386576546584775e-05,0.0003008763388308352,0.006975217508096177,2.431388423929093e-15,0.011932882732923861,0.013649501967309245,0.03906323545653944,0.0038119977663197773,0.13810697004947453,0.9522725814293469,1.0,-1.0,5,0.011932882732923861,725000,1450,500.0,0.0,500,500,1.062706745574184e-05,9.589490104309914e-05,0.0018804802550071997,2.5979218776228665e-15,0.005313533727870921,0.0015172747599600364,0.00788769911717322,0.0036691666651327013,0.005313533727870921,0.0015172747599600364,0.00788769911717322,0.0036691666651327013,0.14285715,0.98974335,1.0,-1.0,5,0.005313533727870921,0.01131410499510821,75.0169172110036,61.251483174994064,0.010117306002939586,0.0036594159973901697,3.1664869189989986,139.4599781319921,36766.33096445393,289
730800,3.6809973e-07,3.347462e-07,0.026472444,-0.026159573,0.014508311,-0.010392657,-0.06842147,-0.026244465,0.01465058,-0.010736145,-0.06787581,-0.026410349,0.014708922,-0.009924781,-0.06915685,3.6809973e-07,9.675219e-07,9.34365e-06,3.464451e-13,3.347462e-07,6.253309e-07,4.043032e-06,1.6355652e-10,0.14285715,0.98974335,1.0,-1.0,730800,1462,500.0,0.0,500,500,1.978483832932671e-05,0.00021123168186508304,0.004051578272830025,3.375077994860476e-15,0.009892419164663357,0.006396692218858988,0.0186421824976306,0.0022308975895916497,0.13695910644987447,0.9522586057658992,1.0,-1.0,5,0.009892419164663357,727500,1455,500.0,0.0,500,500,4.519654068397718e-05,0.00042021156706651677,0.00628946905530663,1.1468603844377868e-14,0.022598270341988597,0.00942792065104941,0.03215152991071757,0.0070852444675886875,0.022598270341988597,0.00942792065104941,0.03215152991071757,0.0070852444675886875,0.14285715,0.98974335,1.0,-1.0,5,0.022598270341988597,0.011290778995316941,57.37191739699483,55.40557585699571,0.010209725005552173,0.0037024249977548607,3.226312410995888,116.02900859398505,36882.36155465493,290
733300,3.0819723e-07,5.652411e-07,0.02649906,-0.026573261,0.015818829,0.010284189,-0.0752483,-0.027016949,0.01585518,0.009972943,-0.07558645,-0.026586132,0.015812112,0.011171403,-0.076142825,3.0819723e-07,6.35011e-07,4.61206e-06,3.0460669e-12,5.652411e-07,1.2438396e-06,9.674417e-06,3.6950443e-12,0.14285715,0.98974335,1.0,-1.0,733300,1467,500.0,0.0,500,500,1.4633077546265521e-05,0.00014856506249623038,0.0030911679659192948,2.9753977059954196e-15,0.007316538773132759,0.0027833311349709186,0.011136726881488564,0.0028538319185971244,0.1369650175278741,0.9517157115971585,1.0,-1.0,5,0.007316538773132759,730000,1460,500.0,0.0,500,500,1.8677708192921567e-05,0.00019335590799495468,0.004161975537794205,4.840572387365683e-15,0.009338854096460777,0.004353519666773475,0.017721576662800533,0.00560505461878224,0.009338854096460777,0.004353519666773475,0.017721576662800533,0.00560505461878224,0.14285715,0.98974335,1.0,-1.0,5,0.009338854096460777,0.011196138999366667,57.38195456899848,61.5559047429997,0.010065836002468131,0.003648864003480412,2.9910527280007955,121.95382287900429,37004.31696612594,291
735800,2.9715588e-07,2.6831577e-07,0.026077777,-0.025900861,0.014931598,-0.009060663,-0.07611063,-0.025833834,0.014938298,-0.006816051,-0.07555524,-0.025908152,0.015052657,-0.00645406,-0.07671233,2.971559e-07,8.0683964e-07,6.794381e-06,2.030407e-12,2.6831577e-07,5.453755e-07,4.2802144e-06,1.4930279e-12,0.14285715,0.98974335,1.0,-1.0,735800,1472,500.0,0.0,500,500,1.9157039013840203e-05,0.0001935446476431494,0.0032984467138482245,5.329070518200751e-15,0.0095785195069201,0.005114380152431842,0.016213797021400793,0.00411850637067304,0.13720282006009363,0.9520690804473305,1.0,-1.0,5,0.0095785195069201,732500,1465,500.0,0.0,500,500,3.537258049072684e-05,0.0003866870478725833,0.007804276760576778,2.6978419498391305e-15,0.017686290245363428,0.01523334860829112,0.044459807266623616,0.004685166830162966,0.017686290245363428,0.01523334860829112,0.044459807266623616,0.004685166830162966,0.14285715,0.98974335,1.0,-1.0,5,0.017686290245363428,0.011272539006313309,72.72669868900266,62.29074030600168,0.010235900997940917,0.0036916139943059534,3.178356269003416,138.22099531800632,37142.53954634695,292
738300,2.783404e-07,3.5275835e-07,0.026907941,-0.026889525,0.014108044,-0.011002003,-0.07532021,-0.026857615,0.014168729,-0.010334767,-0.075626455,-0.026881091,0.014182883,-0.010100085,-0.07650807,2.783404e-07,4.80044e-07,2.8399438e-06,3.4279385e-12,3.5275835e-07,8.561521e-07,7.37126e-06,5.7188976e-13,0.14285715,0.98974335,1.0,-1.0,738300,1477,500.0,0.0,500,500,3.304918754979768e-05,0.00031981671017819826,0.005114663865219427,7.449596495234801e-15,0.016524593774898826,0.010911104421446547,0.036461492611189715,0.004251768961282815,0.1365280567852619,0.9525203209920742,1.0,-1.0,5,0.016524593774898826,735000,1470,500.0,0.0,500,500,1.7235506390145365e-05,0.00018225558582234935,0.003137496961384756,3.375077994860476e-15,0.008617753195072677,0.005264629793366291,0.015629929857859142,0.003237100901856082,0.008617753195072677,0.005264629793366291,0.015629929857859142,0.003237100901856082,0.14285715,0.98974335,1.0,-1.0,5,0.008617753195072677,0.011273379997874144,65.4008066220049,71.50699207100115,0.010200363001786172,0.0036665860025095753,2.892507481999928,139.82544650400814,37282.36656661294,293
740800,3.2930157e-07,2.9302043e-07,0.025946172,-0.025933154,0.015847048,0.0046693273,-0.0760879,-0.025821188,0.015914572,0.0053537777,-0.07552787,-0.025742259,0.015986472,0.004280737,-0.07731,3.2930154e-07,5.9239756e-07,3.3945273e-06,2.7265768e-12,2.9302043e-07,4.840608e-07,3.176002e-06,1.2657098e-12,0.14285715,0.98974335,1.0,-1.0,740800,1482,500.0,0.0,500,500,2.9711015210586216e-05,0.0003021042232820502,0.005768152157057793,8.559819519859958e-15,0.014855507605293106,0.00818691128968567,0.025196927911392414,0.005374751708423052,0.13733094517160815,0.952465408959995,1.0,-1.0,5,0.014855507605293106,737500,1475,500.0,0.0,500,500,2.138953680665645e-05,0.00022740786378162964,0.005106736228017106,1.7319479184152444e-15,0.010694768403328222,0.006229185601495679,0.01880341051438371,0.0024314654768459606,0.010694768403328222,0.006229185601495679,0.01880341051438371,0.0024314654768459606,0.14285715,0.98974335,1.0,-1.0,5,0.010694768403328222,0.011175786996318493,56.71808473599958,57.0507262300016,0.010152103001018986,0.003721529006725177,3.165799982001772,116.95966036700702,37399.32779810894,294
743300,5.6787087e-07,9.211918e-07,0.025955562,-0.025919193,0.013150811,-0.011794958,-0.06856401,-0.025915004,0.013233416,-0.011673118,-0.06953564,-0.025776796,0.01322344,-0.01201056,-0.06933607,5.6787087e-07,2.659745e-06,2.8673616e-05,1.6533611e-11,9.2119194e-07,4.0707787e-06,3.9492053e-05,3.2624674e-11,0.14285715,0.98974335,1.0,-1.0,743300,1487,500.0,0.0,500,500,2.6553929242355018e-05,0.0002651272487850087,0.005113415169701253,2.819966482547898e-15,0.013276964621177495,0.006838617989013214,0.022737152518005354,0.0037237817221825033,0.13700700339759328,0.951808259148434,1.0,-1.0,5,0.013276964621177495,740000,1480,500.0,0.0,500,500,1.729455540231682e-05,0.00019260554649823587,0.003572030807117188,1.0325074129013957e-15,0.0086472777011584,0.005378476384680142,0.017103000708857757,0.002753820548955988,0.0086472777011584,0.005378476384680142,0.017103000708857757,0.002753820548955988,0.14285715,0.98974335,1.0,-1.0,5,0.0086472777011584,0.011148145000333898,60.08405660399876,55.56919705399923,0.01009663900185842,0.0037461840038304217,3.141636350999761,118.81988097700378,37518.14927241594,295
745800,5.0109134e-07,3.6500177e-07,0.026994066,-0.027232297,0.015819382,-0.011346458,-0.076112345,-0.027187087,0.015944757,-0.011248952,-0.07669726,-0.027378954,0.01593955,-0.011360875,-0.07711498,5.010912e-07,1.8482538e-06,1.8485725e-05,5.595871e-12,3.6500174e-07,6.8033773e-07,3.7777309e-06,3.3341385e-13,0.14285715,0.98974335,1.0,-1.0,745800,1492,500.0,0.0,500,500,4.112040357228229e-05,0.00036345337547907266,0.005196481242018392,1.27675647831893e-14,0.02056020178614115,0.007165121190436312,0.02958668349643791,0.013749329354516896,0.13670414626669666,0.9522164280602777,1.0,-1.0,5,0.02056020178614115,742500,1485,500.0,0.0,500,500,3.841771850538272e-05,0.0003951482195305805,0.006617997629044681,2.842170943040401e-15,0.01920885925269137,0.013804221091553503,0.03529541047202906,0.0037654173982628126,0.01920885925269137,0.013804221091553503,0.03529541047202906,0.0037654173982628126,0.14285715,0.98974335,1.0,-1.0,5,0.01920885925269137,0.011205643000721466,61.4993802099998,58.742254231001425,0.010174849005124997,0.003698400003486313,3.1660618770038127,123.43277521001437,37641.58362312695,296
748300,2.5541303e-07,2.444108e-07,0.02582572,-0.026027633,0.01348397,-0.012078911,-0.063908204,-0.026035985,0.013458281,-0.012135679,-0.06392839,-0.025947092,0.013473407,-0.012185756,-0.06448965,2.55413e-07,4.6498553e-07,3.5149337e-06,1.9817828e-13,2.444108e-07,6.443289e-07,5.021482e-06,1.884496e-12,0.14285715,0.98974335,1.0,-1.0,748300,1497,500.0,0.0,500,500,2.8201407768350806e-05,0.00038153232174777753,0.009419346810461561,4.329869796038111e-16,0.014100703884175397,0.019358031119963183,0.052586853630869644,0.0011645431364698984,0.13643126135770056,0.9515965167208738,1.0,-1.0,5,0.014100703884175397,745000,1490,500.0,0.0,500,500,2.2602383169780855e-05,0.00026912967270925734,0.0058168474668209074,5.551115123125783e-15,0.011301191584890426,0.009659138801180191,0.026210491182058905,0.002869120710472351,0.011301191584890426,0.009659138801180191,0.026210491182058905,0.002869120710472351,0.14285715,0.98974335,1.0,-1.0,5,0.011301191584890426,0.011238595994655043,61.628540119003446,54.73505329799809,0.010001272006775253,0.0036400199969648384,3.131783267002902,119.52025657200284,37761.10551378695,297
750800,4.395389e-07,3.5211312e-07,0.025474127,-0.025293691,0.014171327,-0.011888193,-0.068207204,-0.02557372,0.014214397,-0.01207261,-0.06843261,-0.025511898,0.0141656725,-0.011820071,-0.06916774,4.3953892e-07,1.1354103e-06,8.498608e-06,1.5593082e-13,3.521131e-07,1.1128188e-06,1.1154743e-05,7.34135e-15,0.14285715,0.98974335,1.0,-1.0,750800,1502,500.0,0.0,500,500,7.902688194278521e-06,8.28027196695969e-05,0.0017677078197863906,2.808864252301646e-15,0.003951344097139259,0.0017712613048567086,0.007136443505500205,0.0020364264281687813,0.13769206620957145,0.9519618241048569,1.0,-1.0,5,0.003951344097139259,747500,1495,500.0,0.0,500,500,1.5115795542822094e-05,0.00016458976155865124,0.003570830173576201,5.684341886080802e-15,0.007557897771411045,0.005477689909146742,0.018371883819656418,0.0038654138075019926,0.007557897771411045,0.005477689909146742,0.018371883819656418,0.0038654138075019926,0.14285715,0.98974335,1.0,-1.0,5,0.007557897771411045,0.011299621997750364,68.25853994300269,58.09041389000049,0.010207612998783588,0.0040692740003578365,3.2170550119990367,129.5915853539991,37890.69865766895,298
753300,4.6876377e-07,2.2883012e-07,0.025873031,-0.026081836,0.013601778,-0.012014079,-0.06399186,-0.02571525,0.013507349,-0.011831456,-0.06314125,-0.025779111,0.013488922,-0.011774195,-0.064023815,4.687638e-07,1.4276518e-06,1.3986747e-05,2.3534716e-11,2.288301e-07,3.9501145e-07,2.8951665e-06,1.21712675e-11,0.14285715,0.98974335,1.0,-1.0,753300,1507,500.0,0.0,500,500,3.434556579782159e-05,0.00036208252441158675,0.006979048382896447,1.5443202272535927e-14,0.017172782898910798,0.013485299229669354,0.04287870589476823,0.00563386078884365,0.13760450383313402,0.9516584633507938,1.0,-1.0,5,0.017172782898910798,750000,1500,500.0,0.0,500,500,3.0339161049417253e-05,0.0003030259946341573,0.004854963184942574,6.161737786669619e-15,0.01516958052470862,0.007758418446247707,0.025189139329437126,0.005628256719537456,0.01516958052470862,0.007758418446247707,0.025189139329437126,0.005628256719537456,0.14285715,0.98974335,1.0,-1.0,5,0.01516958052470862,0.011334326001815498,61.299284349996014,57.68134589100373,0.01013874399359338,0.003692956997838337,3.1117891519970726,122.11758541999006,38012.81785684295,299
755800,2.9462512e-07,3.4975358e-07,0.025802244,-0.026017781,0.014624383,0.00502102,-0.06997026,-0.025994062,0.0146525,0.005249899,-0.07025219,-0.025865305,0.014600089,0.0063235895,-0.070216514,2.9462512e-07,6.9529233e-07,6.120311e-06,1.6187052e-13,3.4975358e-07,8.4010946e-07,7.4957816e-06,5.604687e-12,0.14285715,0.98974335,1.0,-1.0,755800,1512,500.0,0.0,500,500,2.4310340962698508e-05,0.0002376962458296708,0.004038941467946378,1.1035616864774057e-14,0.012155170481349254,0.006440208081033456,0.021995642934337693,0.003874497394189534,0.13720211282558736,0.9522879029554926,1.0,-1.0,5,0.012155170481349254,752500,1505,500.0,0.0,500,500,3.746764219831751e-05,0.00040506270308582836,0.007576926839497733,2.5202062658991057e-15,0.018733821099158762,0.015673759058925704,0.04764296134452797,0.00312236224557082,0.018733821099158762,0.015673759058925704,0.04764296134452797,0.00312236224557082,0.14285715,0.98974335,1.0,-1.0,5,0.018733821099158762,0.011288660003629047,57.59032599400234,61.49172392000037,0.010133556999790017,0.0053492189981625415,3.15345910799806,122.26228045800235,38135.08176988695,300
758300,4.3039967e-07,4.3081587e-07,0.027912129,-0.027710501,0.0149840405,-0.010937582,-0.07396281,-0.028007826,0.015095025,-0.009313422,-0.07378235,-0.027776144,0.014891875,-0.009142589,-0.07319689,4.3039967e-07,1.1894562e-06,1.094369e-05,9.259106e-11,4.3081585e-07,7.727356e-07,4.9392115e-06,4.046147e-13,0.14285715,0.98974335,1.0,-1.0,758300,1517,500.0,0.0,500,500,2.4066925944073775e-05,0.00027364106464984004,0.00565444798063186,1.3655743202889426e-15,0.012033462972036885,0.010278669641296638,0.02891108858270966,0.0015767143503795842,0.13698254762880963,0.951151319708588,1.0,-1.0,5,0.012033462972036885,755000,1510,500.0,0.0,500,500,2.411070307565506e-05,0.00026328795418856807,0.005426657469790697,2.4424906541753444e-15,0.012055351537827528,0.010630304346732983,0.030462470669107983,0.0030308213150693404,0.012055351537827528,0.010630304346732983,0.030462470669107983,0.0030308213150693404,0.14285715,0.98974335,1.0,-1.0,5,0.012055351537827528,0.01140352399670519,56.6239809960025,55.39851219699631,0.010189353000896517,0.003681157002574764,3.0430980889941566,115.09086531599314,38250.17425683694,301
760800,5.768269e-07,4.2185945e-07,0.025305178,-0.02584607,0.0151538225,0.005845178,-0.06537078,-0.025571927,0.015064236,0.0031218124,-0.06455811,-0.025804128,0.015063294,0.002075063,-0.06478621,5.768269e-07,1.6607005e-06,1.4213766e-05,1.0528259e-11,4.2185945e-07,1.2542606e-06,9.902029e-06,2.8165005e-12,0.14285715,0.98974335,1.0,-1.0,760800,1522,500.0,0.0,500,500,2.412699585837935e-05,0.00023482630064291943,0.004046236965381933,2.0428103653102883e-15,0.012063497929189667,0.007692083095911018,0.024157595651005663,0.004419575685243648,0.13668743087181467,0.9523614322384526,1.0,-1.0,5,0.012063497929189667,757500,1515,500.0,0.0,500,500,2.740667528669089e-05,0.00028385817032165235,0.005791301587880738,2.3980817331903383e-15,0.013703337643345439,0.006485721617334,0.023080389772627295,0.002757017007554474,0.013703337643345439,0.006485721617334,0.023080389772627295,0.002757017007554474,0.14285715,0.98974335,1.0,-1.0,5,0.013703337643345439,0.011260578001383692,62.958181955997134,64.08087004200206,0.010188478001509793,0.0036627410008804873,3.164105257994379,130.22826905299735,38380.40410413994,302
763300,4.034523e-07,8.3412806e-07,0.02574804,-0.02566906,0.0147119565,-0.001988465,-0.06855397,-0.025716782,0.01450491,-0.009137893,-0.06866952,-0.025805987,0.014676857,-0.0031791367,-0.06994794,4.034523e-07,8.7159475e-07,6.833731e-06,1.5250613e-12,8.3412806e-07,5.6654426e-06,6.407106e-05,1.6470193e-10,0.14285715,0.98974335,1.0,-1.0,763300,1527,500.0,0.0,500,500,3.5544436385335776e-05,0.0003453496072204244,0.006439851683634579,2.544631172440859e-14,0.017772218192667895,0.009000510180099964,0.033064438881840165,0.007698641403684004,0.13728157895374818,0.9524427299630612,1.0,-1.0,5,0.017772218192667895,760000,1520,500.0,0.0,500,500,2.7493602578650056e-05,0.00029253307853882864,0.005954411614214106,2.0650148258027913e-15,0.013746801289325034,0.010555715603229297,0.03388437456633084,0.004492528904712141,0.013746801289325034,0.010555715603229297,0.03388437456633084,0.004492528904712141,0.14285715,0.98974335,1.0,-1.0,5,0.013746801289325034,0.011346755003614817,55.89542346300004,58.170431558995915,0.010139281999727245,0.003674491999845486,3.1272250389956753,117.21824058999482,38497.623929147914,303
765800,4.2830538e-07,3.886626e-07,0.02456684,-0.024649013,0.013596643,-0.009929823,-0.06478796,-0.024632959,0.013474097,-0.010660818,-0.06496943,-0.024551269,0.01357511,-0.009513383,-0.0634305,4.283054e-07,1.0763131e-06,6.434597e-06,1.0456948e-12,3.8866264e-07,1.2406832e-06,1.2070805e-05,7.196837e-11,0.14285715,0.98974335,1.0,-1.0,765800,1532,500.0,0.0,500,500,3.7849618506231864e-05,0.00038582071453469247,0.007322662037211336,4.3187675657918596e-15,0.01892480925311591,0.01319765798123608,0.03525719548681273,0.005830289382014036,0.13717859151711692,0.9522133706246715,1.0,-1.0,5,0.01892480925311591,762500,1525,500.0,0.0,500,500,3.7582530118135004e-05,0.0004195637541593419,0.009325690665677488,5.195843755245733e-15,0.018791265059067492,0.01805176646741062,0.05346626784463673,0.004474014002826859,0.018791265059067492,0.01805176646741062,0.05346626784463673,0.004474014002826859,0.14285715,0.98974335,1.0,-1.0,5,0.018791265059067492,0.01125683099962771,60.89107922399853,62.435657977999654,0.010248236001643818,0.0038045059991418384,3.220657238001877,126.57270401300048,38624.19822709491,304
768300,3.972797e-07,3.81968e-07,0.026544098,-0.026733488,0.0147474585,-0.011269785,-0.065861925,-0.026931453,0.0148202125,-0.011624841,-0.06750068,-0.02670289,0.01476106,-0.011297496,-0.06666978,3.9727973e-07,9.869526e-07,7.807296e-06,2.6347852e-10,3.81968e-07,8.079387e-07,5.4696397e-06,3.8241632e-13,0.14285715,0.98974335,1.0,-1.0,768300,1537,500.0,0.0,500,500,2.266249218532631e-05,0.00021919000849984508,0.0035815490003034303,7.183142969324763e-15,0.01133124609266315,0.00545659069512942,0.02008519691289442,0.003364012192792202,0.1370207383350388,0.9517924569878395,1.0,-1.0,5,0.01133124609266315,765000,1530,500.0,0.0,500,500,3.118522771733866e-05,0.0003241168413480321,0.006465787706954818,1.9984014443252818e-15,0.015592613858669335,0.010446795448522507,0.03303133190404876,0.0038507759616600843,0.015592613858669335,0.010446795448522507,0.03303133190404876,0.0038507759616600843,0.14285715,0.98974335,1.0,-1.0,5,0.015592613858669335,0.011346052997396328,56.93105834799644,62.124966299001244,0.010190463995968457,0.003662098002678249,3.2320072560032713,122.313230517997,38746.513059438905,305
770800,8.875519e-07,1.4067244e-06,0.027275676,-0.027442275,0.019759847,0.12589407,-0.06424165,-0.027293615,0.01949791,0.122895084,-0.06320006,-0.027200978,0.020246783,0.13321579,-0.06609176,8.8755183e-07,4.7690805e-06,5.3607517e-05,9.672263e-13,1.4067246e-06,9.472029e-06,0.00010651686,5.0098814e-13,0.14285715,0.98974335,1.0,-1.0,770800,1542,500.0,0.0,500,500,2.752065062991701e-05,0.00032126339390666083,0.006591621851112528,2.3647750424515835e-15,0.013760325314958504,0.016310205972911516,0.04592389908955749,0.003345105003547393,0.13769733074959722,0.9525522379205459,1.0,-1.0,5,0.013760325314958504,767500,1535,500.0,0.0,500,500,3.416074915669473e-05,0.0003552685782130541,0.008128556961774147,3.941291737419306e-15,0.017080374578347376,0.01015700039529699,0.03404203111595614,0.004893128347193032,0.017080374578347376,0.01015700039529699,0.03404203111595614,0.004893128347193032,0.14285715,0.98974335,1.0,-1.0,5,0.017080374578347376,0.011297387005470227,63.31911734699679,64.53267437600152,0.010400529004982673,0.00364850399637362,3.0817655640057637,130.9589037070109,38877.47357969591,306
773300,6.475502e-07,5.9591036e-07,0.026152004,-0.026607621,0.014903736,-0.01122772,-0.07143976,-0.02664629,0.014920386,-0.011351945,-0.07060046,-0.026178919,0.014722638,-0.011062755,-0.070365824,6.475502e-07,1.4244425e-06,1.20885425e-05,1.9536903e-11,5.959103e-07,1.175813e-06,9.903366e-06,3.5527137e-15,0.14285715,0.98974335,1.0,-1.0,773300,1547,500.0,0.0,500,500,2.191447081975581e-05,0.00023947935435608036,0.004757940388372229,6.084022174945858e-15,0.010957235409877909,0.005997434602453428,0.020584376432608176,0.0023227136570446115,0.1384546075447051,0.9513569812076708,1.0,-1.0,5,0.010957235409877909,770000,1540,500.0,0.0,500,500,1.449599587195991e-05,0.00016583343367818445,0.0038149245120691956,2.0650148258027913e-15,0.007247997935979955,0.0060423771318839576,0.019327549172706824,0.004017653461100688,0.007247997935979955,0.0060423771318839576,0.019327549172706824,0.004017653461100688,0.14285715,0.98974335,1.0,-1.0,5,0.007247997935979955,0.01147482699889224,59.273859711000114,57.08300965800299,0.010384571003669407,0.003827299995464273,3.0818677650022437,119.46442383200338,38996.93967842791,307
775800,3.2953662e-07,2.3964276e-07,0.023211151,-0.023461781,0.013008751,-0.0070087546,-0.069214955,-0.023311578,0.012981647,-0.008034706,-0.06947128,-0.023504872,0.012997494,-0.007528391,-0.06944243,3.295366e-07,9.3650175e-07,8.0890895e-06,4.896583e-12,2.3964276e-07,4.274425e-07,3.2748167e-06,5.481943e-13,0.14285715,0.98974335,1.0,-1.0,775800,1552,500.0,0.0,500,500,2.73386531664075e-05,0.0002704157952289792,0.004609965135522221,7.216449660063518e-16,0.013669326583203748,0.007777923021660092,0.024776482286515623,0.0012245628360067944,0.1380106338833264,0.952785760643671,1.0,-1.0,5,0.013669326583203748,772500,1545,500.0,0.0,500,500,4.466757701446472e-05,0.0004370656968567162,0.006962575733769705,1.0325074129013957e-15,0.02233378850723237,0.016726463799887913,0.04173629398573479,0.0029153622439959505,0.02233378850723237,0.016726463799887913,0.04173629398573479,0.0029153622439959505,0.14285715,0.98974335,1.0,-1.0,5,0.02233378850723237,0.01136236800084589,64.73653937000199,56.25872653500119,0.010318567001377232,0.0036872179989586584,3.13735627400456,124.15799033200892,39121.09928528391,308
778300,5.025376e-07,6.093599e-07,0.024261909,-0.024302969,0.013768243,-0.011413423,-0.068369396,-0.023930194,0.013698822,-0.011104324,-0.06718892,-0.024241872,0.013811559,-0.011080716,-0.0686795,5.0253766e-07,1.3977452e-06,1.0473838e-05,7.578951e-12,6.0936e-07,1.4194956e-06,9.68897e-06,1.1874182e-13,0.14285715,0.98974335,1.0,-1.0,778300,1557,500.0,0.0,500,500,4.490094944309633e-05,0.0004275798413283284,0.007927896289749436,5.9396931817445875e-15,0.022450474721548156,0.013444174001534893,0.046619171753820444,0.00835398890597983,0.13742646193180028,0.9514750484393145,1.0,-1.0,5,0.022450474721548156,775000,1550,500.0,0.0,500,500,3.318705684224185e-05,0.0003408001330196522,0.005947466315291906,1.6209256159527287e-15,0.01659352842112092,0.011839978514129242,0.03238645490797152,0.0025226921906376025,0.01659352842112092,0.011839978514129242,0.03238645490797152,0.0025226921906376025,0.14285715,0.98974335,1.0,-1.0,5,0.01659352842112092,0.011417927002185024,69.70785930200509,61.06740242500382,0.010314583996660076,0.003752173994143959,3.287076956999954,134.08782336900185,39255.18877222792,309
