replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Bellman Errors 1 Mean,trainer/Bellman Errors 1 Std,trainer/Bellman Errors 1 Max,trainer/Bellman Errors 1 Min,trainer/Bellman Errors 2 Mean,trainer/Bellman Errors 2 Std,trainer/Bellman Errors 2 Max,trainer/Bellman Errors 2 Min,trainer/Policy Action Mean,trainer/Policy Action Std,trainer/Policy Action Max,trainer/Policy Action Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/ExplReturns Mean,evaluation/ExplReturns Std,evaluation/ExplReturns Max,evaluation/ExplReturns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
150800,1.9310512e-05,2.9248727e-06,-0.0038926457,0.004280396,0.037266728,0.39524886,-0.009443737,0.004688489,0.04165212,0.45222387,-0.009753675,0.0044781747,0.041241955,0.44392282,-0.009751711,1.931051e-05,0.00020855013,0.0023691542,2.12165e-12,2.924873e-06,2.0382477e-05,0.0002202488,3.857922e-12,-0.14285715,0.98974335,1.0,-1.0,150800,302,500.0,0.0,500,500,6.547303340247638e-05,0.00038283824444000267,0.005249891023869147,4.329869796038111e-16,0.03273651670123817,0.01513900503377887,0.05118871745319725,0.0056739932218265905,-0.1373814524702301,0.9521706738050881,1.0,-1.0,5,0.03273651670123817,147500,295,500.0,0.0,500,500,6.0545570844551435e-05,0.0003629256696025182,0.008380108204778703,8.992806499463768e-16,0.030272785422275728,0.020468296248805463,0.06704267479122272,0.008522485371595074,0.030272785422275728,0.020468296248805463,0.06704267479122272,0.008522485371595074,-0.14285715,0.98974335,1.0,-1.0,5,0.030272785422275728,0.011006415999872843,56.72267940599886,63.94041320299948,0.010309821998816915,0.003564364998965175,3.2722472670011484,123.96022047899714,7484.097720754993,58
153300,9.3887104e-07,1.1206369e-05,-0.004252946,0.0044836923,0.053600337,0.60562545,-0.008192152,0.0042715883,0.0510742,0.57702535,-0.0076903957,0.004602559,0.0543592,0.6138132,-0.0077562905,9.3887115e-07,6.44026e-06,6.703959e-05,9.757172e-13,1.1206368e-05,0.00011922755,0.0013533472,1.0774454e-11,-0.14285715,0.98974335,1.0,-1.0,153300,307,500.0,0.0,500,500,3.386974365780635e-05,0.00020131955014053088,0.004005172942218505,3.552713678800501e-16,0.016934871828903166,0.009187032386328309,0.02969419447108528,0.006690922295379761,-0.13785803307038047,0.9518575656626042,1.0,-1.0,5,0.016934871828903166,150000,300,500.0,0.0,500,500,0.00012789994149968586,0.0007618654588421078,0.014924987634443243,2.0095036745715335e-15,0.06394997074984292,0.03995571055404695,0.13839856095687725,0.021794838292843195,0.06394997074984292,0.03995571055404695,0.13839856095687725,0.021794838292843195,-0.14285715,0.98974335,1.0,-1.0,5,0.06394997074984292,0.010856300999876112,56.07515832900026,62.89395249500012,0.010133065999980317,0.0035699029995157616,3.245253914999921,122.23892400899967,7606.338271656992,59
155800,4.5682867e-07,3.8819334e-07,0.00048627303,-0.00035903236,0.003964906,0.028428234,-0.008411912,-0.00027390465,0.0035016858,0.023552328,-0.008042833,-0.00032523324,0.0036427134,0.022617945,-0.00805769,4.5682873e-07,3.0259228e-06,3.3759454e-05,3.1231528e-13,3.881933e-07,1.8400109e-06,1.8080955e-05,7.1824625e-12,-0.14285715,0.98974335,1.0,-1.0,155800,312,500.0,0.0,500,500,7.749827943918897e-05,0.00040948332078611006,0.006726513050336592,4.884981308350689e-16,0.03874913971959444,0.03516452755978067,0.08468102414183437,0.006126121925339007,-0.1360811426590408,0.9521095254138882,1.0,-1.0,5,0.03874913971959444,152500,305,500.0,0.0,500,500,7.626832285236245e-05,0.00047471975033255197,0.009164232339996692,2.9864999362416713e-15,0.03813416142618122,0.026632675911211445,0.08817416959725959,0.014441095338635442,0.03813416142618122,0.026632675911211445,0.08817416959725959,0.014441095338635442,-0.14285715,0.98974335,1.0,-1.0,5,0.03813416142618122,0.011080127000241191,55.96084617300039,59.19953399900078,0.010200429000178701,0.003601799000534811,3.283843209001134,118.46910573600326,7724.809075565996,60
158300,1.2824697e-06,1.6945835e-06,-0.0020510277,0.0012802453,0.021159695,0.23556432,-0.0076390235,0.0016524934,0.022963583,0.25569782,-0.007839938,0.0012826024,0.021995837,0.24575946,-0.008125552,1.2824696e-06,9.393281e-06,0.0001039408,3.8196026e-12,1.6945835e-06,1.0541945e-05,9.877099e-05,7.2399606e-13,-0.14285715,0.98974335,1.0,-1.0,158300,317,500.0,0.0,500,500,0.000168429885055679,0.0007375550284701718,0.00796352862957005,2.331468351712829e-16,0.08421494252783943,0.08220932089459713,0.23031158258098985,0.003860486699831771,-0.13739274874218368,0.9519656151757477,1.0,-1.0,5,0.08421494252783943,155000,310,500.0,0.0,500,500,3.467051711346067e-05,0.0002989726482900421,0.005575886182272172,3.3306690738754696e-16,0.017335258556730328,0.016987246156268294,0.04998742516637843,0.004246133537158072,0.017335258556730328,0.016987246156268294,0.04998742516637843,0.004246133537158072,-0.14285715,0.98974335,1.0,-1.0,5,0.017335258556730328,0.011009261001163395,59.19194277399947,64.72741757200129,0.010008556999309803,0.0035728590009966865,3.3377279980013554,127.28167902100358,7852.0923921270005,61
160800,1.4354197e-06,1.9697138e-06,0.00026020745,-0.00015065384,0.0036523703,0.02047787,-0.005616062,-6.0920545e-05,0.0033821634,0.020666294,-0.0056783655,0.00030216778,0.0043679643,0.025160834,-0.0050826687,1.4354196e-06,5.869012e-06,3.7581347e-05,3.6038977e-11,1.9697136e-06,1.0308984e-05,9.9478464e-05,1.7282238e-13,-0.14285715,0.98974335,1.0,-1.0,160800,322,500.0,0.0,500,500,7.011558358455224e-05,0.00038537494567483874,0.006788303906341187,4.884981308350689e-16,0.03505779179227608,0.028502042008589842,0.08668784238661448,0.005713751929695424,-0.13772745174400933,0.9515332151625914,1.0,-1.0,5,0.03505779179227608,157500,315,500.0,0.0,500,500,5.082779432577148e-05,0.00042531802422620296,0.009114317250339066,1.1879386363489176e-15,0.02541389716288574,0.02284476517749207,0.06984854357449764,0.007765485651588937,0.02541389716288574,0.02284476517749207,0.06984854357449764,0.007765485651588937,-0.14285715,0.98974335,1.0,-1.0,5,0.02541389716288574,0.01089285800117068,56.15840591400047,71.5462382679998,0.011770114000682952,0.00522906300102477,3.6821461969993834,131.41468241400253,7983.5087237040025,62
163300,6.7948777e-06,9.633738e-06,-0.0030789056,0.0028819866,0.02954124,0.33436435,-0.0039519686,0.0025829594,0.030194486,0.34185323,-0.0040281517,0.0021528762,0.027187802,0.30736548,-0.004361402,6.794877e-06,6.448355e-05,0.00072893937,1.8869652e-11,9.633738e-06,0.00010469631,0.0011894052,1.1281637e-11,-0.14285715,0.98974335,1.0,-1.0,163300,327,500.0,0.0,500,500,3.803975662442071e-05,0.0001816125353284662,0.003200722394000122,3.4416913763379854e-16,0.019019878312210376,0.00788051800937924,0.03219309943960611,0.007373308756478721,-0.13796490466288933,0.951904853750844,1.0,-1.0,5,0.019019878312210376,160000,320,500.0,0.0,500,500,7.780348926540167e-05,0.0004100986065419865,0.006783618328652208,7.549516567451065e-16,0.038901744632700824,0.026282819486745143,0.08134963370814571,0.010992933997757075,0.038901744632700824,0.026282819486745143,0.08134963370814571,0.010992933997757075,-0.14285715,0.98974335,1.0,-1.0,5,0.038901744632700824,0.010932970999419922,56.19270796500132,58.131821517999924,0.010081561998958932,0.0036284820016589947,3.077875959999801,117.42704845800108,8100.937598116003,63
165800,3.9088422e-07,5.55328e-07,0.0004224367,-0.00036689453,0.0053374707,0.038792863,-0.010260036,-0.0002406302,0.005429338,0.03896616,-0.009183188,-0.0004941591,0.0049482603,0.03428485,-0.009300094,3.9088425e-07,2.0180037e-06,2.0322197e-05,1.1853332e-11,5.5532803e-07,2.604102e-06,2.1914679e-05,7.220498e-12,-0.14285715,0.98974335,1.0,-1.0,165800,332,500.0,0.0,500,500,5.970982193182154e-05,0.00034321455460081335,0.006433798414572357,3.663735981263017e-16,0.029854910965910798,0.022979000936489764,0.06926251777987572,0.0067311875615386875,-0.13748869395490093,0.952829837886868,1.0,-1.0,5,0.029854910965910798,162500,325,500.0,0.0,500,500,2.7551747316393837e-05,0.0001643612398177534,0.0028281279904252446,7.660538869913581e-16,0.013775873658196925,0.007498992149123219,0.026391557308650008,0.005840737250499385,0.013775873658196925,0.007498992149123219,0.026391557308650008,0.005840737250499385,-0.14285715,0.98974335,1.0,-1.0,5,0.013775873658196925,0.011086585998782539,61.61548105200018,57.178964902999724,0.010042687001259765,0.0035760060000029625,3.1050331970000116,121.92418443099996,8222.863411287999,64
168300,3.6088454e-07,3.8430395e-07,0.00018340684,-7.6465934e-05,0.004870555,0.03478211,-0.007873392,-0.00036080243,0.005001278,0.034993775,-0.0077594975,-9.4816074e-05,0.0053244038,0.037050728,-0.0073287846,3.6088454e-07,1.923843e-06,2.0319023e-05,2.099326e-12,3.8430392e-07,2.0061016e-06,2.2395207e-05,8.0426e-13,-0.14285715,0.98974335,1.0,-1.0,168300,337,500.0,0.0,500,500,4.1190689093365564e-05,0.0002522126888557792,0.005882544624197817,3.1086244689504386e-16,0.02059534454668279,0.015718148579579146,0.042270239129239606,0.0026466816615575164,-0.13644936338713928,0.9519169629729461,1.0,-1.0,5,0.02059534454668279,165000,330,500.0,0.0,500,500,2.9729601942689334e-05,0.00020203880999315854,0.0038994521362367253,1.8873791418627663e-16,0.014864800971344651,0.010569956002579962,0.033631493285676224,0.002577551131463619,0.014864800971344651,0.010569956002579962,0.033631493285676224,0.002577551131463619,-0.14285715,0.98974335,1.0,-1.0,5,0.014864800971344651,0.011034895000193501,61.324261026000386,61.06075074299952,0.010405560000435798,0.005282234000333119,3.043877349000468,125.45561180700133,8348.320621910003,65
170800,5.841013e-05,5.8965998e-05,-0.009003065,0.008506832,0.08382178,0.92837286,-0.015255502,0.007902474,0.0818034,0.91365784,-0.016375538,0.007870774,0.07652598,0.8422248,-0.015472089,5.8410133e-05,0.000653371,0.007421492,2.4947093e-12,5.8965998e-05,0.0004949346,0.0051026833,1.969726e-11,-0.14285715,0.98974335,1.0,-1.0,170800,342,500.0,0.0,500,500,4.38115397935411e-05,0.00023078291033086891,0.003674629878086877,2.997602166487923e-16,0.021905769896770545,0.008557348239509462,0.03126405771811076,0.006423908801481502,-0.13702863611804855,0.9520206125431293,1.0,-1.0,5,0.021905769896770545,167500,335,500.0,0.0,500,500,1.9126404760645322e-05,0.0001191459691663101,0.002123882457878246,3.9968028886505636e-16,0.009563202380322664,0.004593348829539271,0.014176386725463223,0.0036203065565174647,0.009563202380322664,0.004593348829539271,0.014176386725463223,0.0036203065565174647,-0.14285715,0.98974335,1.0,-1.0,5,0.009563202380322664,0.010975900000630645,58.79161000400018,55.60293021899997,0.010060308999527479,0.0036158740003884304,3.184181021000768,117.60337332700146,8465.925550630003,66
173300,4.0617866e-07,2.6398143e-07,0.0012783417,-0.0012965742,0.004178269,0.033895075,-0.01088951,-0.0010534999,0.0038954031,0.030876026,-0.010801323,-0.0009604021,0.003996151,0.032287184,-0.010630266,4.0617869e-07,1.3217116e-06,1.3394625e-05,1.4878263e-10,2.639814e-07,1.4573308e-06,1.5436097e-05,6.340631e-15,-0.14285715,0.98974335,1.0,-1.0,173300,347,500.0,0.0,500,500,8.369020205815449e-05,0.000532909514930379,0.009497822950477165,5.440092820663267e-16,0.0418451010290772,0.031050566662166962,0.08425020431248789,0.008070224465378915,-0.13752868500085577,0.9524464609262832,1.0,-1.0,5,0.0418451010290772,170000,340,500.0,0.0,500,500,5.165126283578171e-05,0.00041068197564432524,0.008067533255685677,2.1094237467877976e-16,0.02582563141789086,0.030796246666473476,0.08522277518232119,0.003051700059216032,0.02582563141789086,0.030796246666473476,0.08522277518232119,0.003051700059216032,-0.14285715,0.98974335,1.0,-1.0,5,0.02582563141789086,0.011048509000829654,55.961419454999486,57.027821621999465,0.010049472999526188,0.003592090000893222,3.2535332330007805,116.26746438200098,8582.194582500004,67
175800,2.2175466e-07,1.2207065e-06,-0.0003837568,0.0005570899,0.008239786,0.070805214,-0.006400009,0.00035767688,0.008842663,0.08248712,-0.005865327,0.00047599708,0.008493844,0.07328814,-0.006536301,2.2175465e-07,6.915644e-07,6.164933e-06,8.565536e-15,1.2207065e-06,8.04225e-06,8.4621206e-05,5.964012e-11,-0.14285715,0.98974335,1.0,-1.0,175800,352,500.0,0.0,500,500,5.353017996105385e-05,0.0002765484624561946,0.004447698383392118,1.3211653993039363e-15,0.026765089980526947,0.020730481154402788,0.057764179149560745,0.005116497658949222,-0.13761477195772673,0.9517577071201595,1.0,-1.0,5,0.026765089980526947,172500,345,500.0,0.0,500,500,5.2143679316132194e-05,0.0003909164562184711,0.007412862967706768,5.440092820663267e-16,0.026071839658066122,0.029948621744988524,0.0855010163598118,0.0069820080864207,0.026071839658066122,0.029948621744988524,0.0855010163598118,0.0069820080864207,-0.14285715,0.98974335,1.0,-1.0,5,0.026071839658066122,0.010898680999162025,60.00047577999976,58.52393271700021,0.01001399899905664,0.003607529999499093,3.046760474000621,121.5956891809983,8703.791826806004,68
178300,2.147874e-07,1.8262885e-07,0.00093892554,-0.00086320296,0.003385344,0.0248855,-0.0068740672,-0.0008603081,0.0035134566,0.028509986,-0.0070970827,-0.0008355776,0.0033611055,0.026174705,-0.007106899,2.1478742e-07,7.33843e-07,6.872862e-06,2.843134e-12,1.8262887e-07,5.828204e-07,5.4535335e-06,1.4920145e-13,-0.14285715,0.98974335,1.0,-1.0,178300,357,500.0,0.0,500,500,0.00013598277651224718,0.000738994588642149,0.012070688694934217,3.552713678800501e-16,0.06799138825612358,0.10332937367037279,0.27250630766601386,0.0035236972040693796,-0.1369213875844237,0.952829236454132,1.0,-1.0,5,0.06799138825612358,175000,350,500.0,0.0,500,500,6.762070811009315e-05,0.0004739693808660523,0.010357367951915199,3.3306690738754696e-16,0.033810354055046586,0.04348194306436645,0.11987281255138096,0.004935880959667794,0.033810354055046586,0.04348194306436645,0.11987281255138096,0.004935880959667794,-0.14285715,0.98974335,1.0,-1.0,5,0.033810354055046586,0.011032673999579856,70.74977524800124,73.97468699400088,0.011104418999821064,0.005166113000086625,3.264292697998826,148.01605814600043,8851.80942421,69
180800,6.322345e-07,2.8473505e-07,0.0012025272,-0.0010496558,0.0028648428,0.018286962,-0.007968224,-0.0010138749,0.0030068422,0.017967641,-0.0080256825,-0.0010703824,0.0033313443,0.019625088,-0.008255866,6.322345e-07,5.4223624e-06,6.165234e-05,2.5891789e-12,2.84735e-07,1.1432337e-06,1.0917031e-05,8.89895e-13,-0.14285715,0.98974335,1.0,-1.0,180800,362,500.0,0.0,500,500,0.00010318561729557594,0.0005838797548093859,0.007596951044084277,2.5535129566378603e-16,0.05159280864778802,0.02928376520373274,0.08304005200015853,0.004253582785446552,-0.1383031807849828,0.9516372988154066,1.0,-1.0,5,0.05159280864778802,177500,355,500.0,0.0,500,500,0.00011224449778731447,0.0006356786421285416,0.010908530899312319,9.880984919163894e-16,0.05612224889365721,0.07266466700522957,0.20095909382571078,0.009240142295912072,0.05612224889365721,0.07266466700522957,0.20095909382571078,0.009240142295912072,-0.14285715,0.98974335,1.0,-1.0,5,0.05612224889365721,0.011114568998891627,59.670878631999585,59.06830058800006,0.010139095000340603,0.0035639969992189435,2.750966707000771,121.51496358799886,8973.325932909001,70
183300,1.8394306e-07,6.6364424e-07,0.0017562765,-0.0016341049,0.0032525072,0.021098353,-0.0104052005,-0.0014388487,0.0037731945,0.029102378,-0.0101112025,-0.0013624667,0.003177698,0.0209318,-0.0104111405,1.8394306e-07,2.811693e-07,1.9605307e-06,2.2110038e-11,6.636442e-07,5.8751343e-06,6.675832e-05,5.514038e-12,-0.14285715,0.98974335,1.0,-1.0,183300,367,500.0,0.0,500,500,8.30832587309981e-05,0.0005004580526088979,0.00848285457906396,3.2196467714129544e-16,0.04154162936549909,0.0320182898142958,0.09961299915938898,0.012103882878885709,-0.1374437193331009,0.95233616357564,1.0,-1.0,5,0.04154162936549909,180000,360,500.0,0.0,500,500,0.00010761862229165755,0.0006164616662727809,0.0093293208128993,1.3211653993039363e-15,0.05380931114582871,0.042904372312603356,0.13037651516632173,0.01443860231872448,0.05380931114582871,0.042904372312603356,0.13037651516632173,0.01443860231872448,-0.14285715,0.98974335,1.0,-1.0,5,0.05380931114582871,0.01117571899885661,54.709959306999735,57.4809962829986,0.010071872000480653,0.003622721000283491,2.812821564000842,115.0286474659988,9088.356144547997,71
185800,5.971417e-06,1.2783614e-06,-0.0031576562,0.0031445147,0.051635876,0.58413476,-0.009150738,0.0029050547,0.048422202,0.54775316,-0.009252398,0.0026775857,0.049297318,0.5572083,-0.01003905,5.9714175e-06,6.380846e-05,0.00072503416,2.4640793e-11,1.2783614e-06,8.532554e-06,8.939976e-05,7.1314097e-13,-0.14285715,0.98974335,1.0,-1.0,185800,372,500.0,0.0,500,500,7.377122044037939e-05,0.00041974736573611613,0.0068904774902350035,5.88418203051333e-16,0.0368856102201897,0.026342598861714372,0.07455057237794079,0.010922634795111687,-0.13690367777214194,0.9516259586901111,1.0,-1.0,5,0.0368856102201897,182500,365,500.0,0.0,500,500,8.706677816183472e-05,0.0003479257485470054,0.004766608329500644,6.328271240363392e-16,0.04353338908091736,0.02119603705566879,0.05871225086634073,0.003920280558574429,0.04353338908091736,0.02119603705566879,0.05871225086634073,0.003920280558574429,-0.14285715,0.98974335,1.0,-1.0,5,0.04353338908091736,0.011046186000385205,57.480238275000374,71.55759762600064,0.009956535001037992,0.003569262000382878,3.4276509129995247,132.49005879700235,9220.847727272996,72
188300,3.7754984e-07,4.1800058e-07,0.00090026075,-0.0008762238,0.006176426,0.039884485,-0.008936933,-0.0008857458,0.0059888116,0.036837608,-0.009322308,-0.00087808224,0.006183573,0.037797995,-0.009505047,3.775498e-07,1.6866331e-06,1.8307552e-05,1.6386252e-11,4.180006e-07,2.780713e-06,3.145217e-05,1.2802263e-11,-0.14285715,0.98974335,1.0,-1.0,188300,377,500.0,0.0,500,500,4.363907901110897e-05,0.0003056883015501181,0.004813818486976474,2.1094237467877976e-16,0.02181953950555449,0.013109222237989339,0.03783442762470761,0.003939908167292449,-0.13755856758835308,0.9523561718853856,1.0,-1.0,5,0.02181953950555449,185000,370,500.0,0.0,500,500,4.004885265755941e-05,0.00022091497198884022,0.005544516446197157,4.884981308350689e-16,0.0200244263287797,0.016018340059236434,0.04943342716941357,0.004636201790688044,0.0200244263287797,0.016018340059236434,0.04943342716941357,0.004636201790688044,-0.14285715,0.98974335,1.0,-1.0,5,0.0200244263287797,0.011033593000320252,64.88104162700074,60.595351080999535,0.009961419000319438,0.003588306999517954,3.3669222239986993,128.86789825099913,9349.717197319995,73
190800,7.05733e-05,3.292656e-05,-0.004589892,0.005183767,0.07955074,0.9008259,-0.009781926,0.005126675,0.07688667,0.8706673,-0.010059274,0.004579192,0.07120299,0.80596197,-0.009648931,7.057329e-05,0.00079228537,0.008999169,2.2032376e-13,3.2926557e-05,0.00036859527,0.0041867774,2.3689836e-10,-0.14285715,0.98974335,1.0,-1.0,190800,382,500.0,0.0,500,500,3.475511165081363e-05,0.00016388770321503233,0.002406067943821966,1.7763568394002506e-16,0.017377555825406822,0.013258344432460928,0.03916348817221279,0.0017493009473754308,-0.13754127666686658,0.9510432869603018,1.0,-1.0,5,0.017377555825406822,187500,375,500.0,0.0,500,500,0.00010407805848867192,0.0005244419635106846,0.010339766201447742,1.0436096431476472e-15,0.05203902924433591,0.057375551049357,0.16404270314139532,0.0052137826158799964,0.05203902924433591,0.057375551049357,0.16404270314139532,0.0052137826158799964,-0.14285715,0.98974335,1.0,-1.0,5,0.05203902924433591,0.011077102999479393,57.93327757000043,57.51274701299917,0.013109129999065772,0.004543024000668083,3.2928602430001774,118.76761408299899,9468.486377330995,74
193300,4.1176065e-07,2.775506e-07,0.0021075855,-0.0019705987,0.004585689,0.029072352,-0.011953554,-0.001899855,0.0048134015,0.03183105,-0.012744863,-0.001655557,0.004813006,0.029477663,-0.012131454,4.1176065e-07,1.2331864e-06,8.979635e-06,9.536725e-11,2.7755058e-07,7.574356e-07,6.2731624e-06,1.7910751e-12,-0.14285715,0.98974335,1.0,-1.0,193300,387,500.0,0.0,500,500,5.6601662609245815e-05,0.000299342427258979,0.004158173983082658,1.9539925233402757e-15,0.02830083130462291,0.010221333917113948,0.04068585152413661,0.011130558163751095,-0.13755644438925282,0.9517048850523131,1.0,-1.0,5,0.02830083130462291,190000,380,500.0,0.0,500,500,8.043308947916215e-05,0.0004830354185083692,0.006873671964935247,7.882583474838612e-16,0.04021654473958107,0.021300134217662275,0.07236724615867415,0.0075410477224222665,0.04021654473958107,0.021300134217662275,0.07236724615867415,0.0075410477224222665,-0.14285715,0.98974335,1.0,-1.0,5,0.04021654473958107,0.010960382000121172,66.27852298699872,57.56147641699863,0.01013415499983239,0.0035721219992410624,3.2741300130001036,127.13879607599665,9595.626702552992,75
195800,3.760127e-07,2.19399e-07,0.0023330012,-0.0023194682,0.0038210708,0.02687067,-0.012516243,-0.0022457193,0.0036594502,0.024772326,-0.012018589,-0.0022314559,0.0034572058,0.022209872,-0.012846657,3.760127e-07,1.9343233e-06,2.172304e-05,3.3745928e-15,2.1939901e-07,7.4540276e-07,6.56617e-06,1.1678767e-12,-0.14285715,0.98974335,1.0,-1.0,195800,392,500.0,0.0,500,500,0.0001104330661470218,0.0005145632647978782,0.008282352367392177,6.328271240363392e-16,0.05521653307351086,0.02861772036363643,0.09201515248625367,0.02618713485753954,-0.13687698953991007,0.9521501611733195,1.0,-1.0,5,0.05521653307351086,192500,385,500.0,0.0,500,500,4.818553209670104e-05,0.0003535493118335459,0.005983364279380954,4.1078251911130794e-16,0.02409276604835052,0.015848260571402525,0.047697057359555324,0.005993936271244961,0.02409276604835052,0.015848260571402525,0.047697057359555324,0.005993936271244961,-0.14285715,0.98974335,1.0,-1.0,5,0.02409276604835052,0.0110846589996072,64.93943686999955,57.156219452001096,0.010041823999927146,0.0035740359999181237,3.671351054999832,125.79170789599993,9721.420022640992,76
198300,1.0089575e-06,1.7299092e-06,0.0017048484,-0.0013976033,0.005028396,0.028741496,-0.008176984,-0.001085639,0.00435114,0.023588214,-0.007321479,-0.0018149582,0.0048695463,0.027785508,-0.00921589,1.0089575e-06,5.138172e-06,4.7437556e-05,2.999434e-10,1.7299091e-06,7.59206e-06,8.238423e-05,1.9672984e-13,-0.14285715,0.98974335,1.0,-1.0,198300,397,500.0,0.0,500,500,6.733144848992907e-05,0.00043835662811801115,0.008539728096179833,6.328271240363392e-16,0.03366572424496457,0.029887597487143883,0.08745074944913869,0.0044384009235909965,-0.13603685371127752,0.9517860478980924,1.0,-1.0,5,0.03366572424496457,195000,390,500.0,0.0,500,500,2.87903919842799e-05,0.00015007545778933474,0.0026786027211637368,3.7747582837255326e-16,0.014395195992139943,0.012173079459582726,0.03028715948125209,0.0030011690828400054,0.014395195992139943,0.012173079459582726,0.03028715948125209,0.0030011690828400054,-0.14285715,0.98974335,1.0,-1.0,5,0.014395195992139943,0.010993711999617517,77.51181650200124,63.794478240999524,0.010047576999568264,0.0035792689996014815,3.141376626001147,144.4722919270007,9865.89390098299,77
200800,3.099181e-07,5.1565985e-07,0.0020843344,-0.0018393039,0.0052072587,0.026978571,-0.012015722,-0.0018887031,0.0051598037,0.027355228,-0.012109265,-0.0018445628,0.0051867813,0.029438432,-0.011596894,3.099181e-07,7.770624e-07,6.050918e-06,1.1245058e-12,5.1565985e-07,1.5697227e-06,1.3885602e-05,4.4566395e-12,-0.14285715,0.98974335,1.0,-1.0,200800,402,500.0,0.0,500,500,4.528217040112524e-05,0.0002665665641278217,0.004311547862147525,7.660538869913581e-16,0.022641085200562634,0.010416895074745785,0.03593509615235862,0.008447358471821318,-0.13750205643995744,0.9516171235905597,1.0,-1.0,5,0.022641085200562634,197500,395,500.0,0.0,500,500,4.236375828405526e-05,0.00021438550969773046,0.0037951423227945095,3.3306690738754696e-16,0.02118187914202762,0.014986446928937061,0.0440850062449946,0.003513656027527678,0.02118187914202762,0.014986446928937061,0.0440850062449946,0.003513656027527678,-0.14285715,0.98974335,1.0,-1.0,5,0.02118187914202762,0.011172335000082967,61.629482075999476,60.51606758899834,0.010515170999497059,0.003728931000296143,3.1739949059992796,125.34496100799697,9991.240463565988,78
203300,1.3071026e-06,9.293245e-07,0.0022716299,-0.002131002,0.007885936,0.08112676,-0.012371661,-0.0018076387,0.00757636,0.07764125,-0.010410579,-0.0021549757,0.006913834,0.0696221,-0.011079369,1.3071025e-06,1.16547335e-05,0.00013235715,9.62652e-13,9.2932453e-07,5.729194e-06,6.4306754e-05,3.141897e-12,-0.14285715,0.98974335,1.0,-1.0,203300,407,500.0,0.0,500,500,4.755561615874054e-05,0.0002013510206275245,0.0023874591132103887,6.994405055138487e-16,0.02377780807937027,0.02100961040658375,0.06553216499229599,0.010447248431855509,-0.13670050858150154,0.9526765749208796,1.0,-1.0,5,0.02377780807937027,200000,400,500.0,0.0,500,500,0.00021742380369313817,0.0015468248036259412,0.02670848068350671,1.2434497875801754e-15,0.10871190184656905,0.17166821226439818,0.4510580945590549,0.008333813145405128,0.10871190184656905,0.17166821226439818,0.4510580945590549,0.008333813145405128,-0.14285715,0.98974335,1.0,-1.0,5,0.10871190184656905,0.011048041000321973,57.76502747499944,62.93896776099973,0.010044904000096722,0.003561254001397174,3.2293441020010505,123.95799353700204,10115.200088420994,79
205800,2.8632678e-07,2.0667639e-07,0.0031857844,-0.003036186,0.0037358538,0.029294964,-0.009404612,-0.003143256,0.0035322707,0.026494736,-0.010210548,-0.0029060957,0.0034734088,0.026089575,-0.008825503,2.8632678e-07,9.548169e-07,1.0274517e-05,5.415603e-11,2.0667639e-07,3.926707e-07,3.2505907e-06,6.0329866e-13,-0.14285715,0.98974335,1.0,-1.0,205800,412,500.0,0.0,500,500,4.694464391344769e-05,0.00023210397361149708,0.003552055126754206,1.0214051826551441e-15,0.02347232195672384,0.012050958535463714,0.04540720204822115,0.009957876457034016,-0.1372839602827912,0.9518639798613248,1.0,-1.0,5,0.02347232195672384,202500,405,500.0,0.0,500,500,7.76911286427487e-05,0.0005792620809814347,0.012321753222061582,5.995204332975846e-16,0.038845564321374385,0.04514234437559082,0.12823982133241435,0.009048626566505399,0.038845564321374385,0.04514234437559082,0.12823982133241435,0.009048626566505399,-0.14285715,0.98974335,1.0,-1.0,5,0.038845564321374385,0.011209807000341243,56.30662919600036,59.295259397000336,0.01011210199976631,0.0036680190005426994,3.0783097240000643,118.70518824500141,10233.906908931993,80
