replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/ExplReturns Mean,evaluation/ExplReturns Std,evaluation/ExplReturns Max,evaluation/ExplReturns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
580,21.684078,21.726954,-4.6201,-0.00027613327,0.001657682,0.0040919213,-0.004328259,-0.0048971185,0.0009962686,-0.0017395434,-0.0075021903,4.6248636,0.5405802,5.862313,2.8498416,-4.625092,0.59182286,-3.271073,-6.0853577,-0.0005930942,0.0011920388,0.0019198388,-0.0032297634,-0.0003463149,0.0010009032,0.002530651,-0.002816147,0.9990004897117615,-0.0,580,12,50.0,0.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048174164,0.6366329,0.9942898,-0.99810636,5,0.0,250,5,50.0,0.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00060178636,0.0012538653,0.0009986882,-0.0028269626,5,0.0,0.0012362308334559202,16.758685397915542,18.08411706914194,0.0017318280879408121,0.011537537211552262,0.7218413150403649,35.579149378230795,62.18152334727347,0
830,0.06843332,0.069192186,-9.158259,4.383189,0.12260081,4.816545,3.95679,4.379116,0.1346163,4.8181005,4.010148,4.3019476,0.22136109,5.1060176,3.673107,-4.7961903,0.3858594,-4.1922293,-7.8032565,-0.0012995566,0.015366502,0.026875949,-0.033692557,-0.13627173,0.0119951805,-0.10222141,-0.16184264,0.9039154648780823,-1.1798460483551025,830,17,50.0,0.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065616667,0.5810059,0.9931683,-0.9862403,5,0.0,500,10,50.0,0.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012760505,0.016121557,0.019712472,-0.029028831,5,0.0,0.0012278698850423098,16.796253158943728,18.22314525116235,0.001755645964294672,0.007351663196459413,0.6969068518374115,35.726640440989286,97.90962627204135,1
1080,0.07051969,0.07125646,-8.747186,3.9666326,0.064249255,4.102136,3.7878938,3.9654846,0.06229794,4.1331034,3.7645445,3.9790802,0.25844672,5.276171,3.4101326,-4.790729,0.3177976,-4.156879,-6.8358183,0.005000107,0.02133978,0.06086744,-0.030733638,-0.1462482,0.020081801,-0.10143689,-0.2100693,0.8178495168685913,-2.3590469360351562,1080,22,50.0,0.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034481417,0.5887497,0.994653,-0.9927937,5,0.0,750,15,50.0,0.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005282179,0.018765487,0.036109477,-0.024261681,5,0.0,0.001225452171638608,16.762557578040287,18.1769932419993,0.0017734861467033625,0.007392690051347017,0.7076002410613,35.657542689470574,133.5685722855851,2
1330,0.05068351,0.051596187,-8.447271,3.6939878,0.04152518,3.8771286,3.609876,3.6950026,0.045773823,3.8992817,3.57896,3.7007973,0.2208837,4.6590242,3.2104244,-4.760691,0.32576498,-4.029387,-6.0590076,-0.003538465,0.009171729,0.012451908,-0.021120716,-0.12260399,0.012752651,-0.090839654,-0.15762411,0.7400086522102356,-3.529306650161743,1330,27,50.0,0.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098833265,0.59865975,0.9957615,-0.994614,5,0.0,1000,20,50.0,0.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037831143,0.009710898,0.010777192,-0.01872849,5,0.0,0.0012312608305364847,16.808436695020646,18.26117680594325,0.0019875478465110064,0.007361663971096277,0.6828596158884466,35.76305358950049,169.3331387322396,3
