replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/ExplReturns Mean,evaluation/ExplReturns Std,evaluation/ExplReturns Max,evaluation/ExplReturns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
5800,28.876253,28.87376,-5.2846794,0.0006329321,0.0007705379,0.0025625539,-0.00225684,0.00086132233,0.00069762085,0.0022404923,-0.0005154207,5.3344584,0.65306664,6.829624,3.3644397,-5.284352,0.62622315,-3.5887442,-6.7643213,0.00040814612,0.0016917259,0.003482988,-0.0029663139,0.00011390212,0.0018315294,0.0039815707,-0.003308214,0.9990004897117615,-0.0,5800,12,500.0,0.0,500,500,0.0013651590872006257,0.0016218204629031422,0.006913710699390159,9.429389842008361e-06,0.682579543600313,0.3555950527453955,1.3020069828921053,0.23552198263694415,-0.0022388326,0.6252175,0.99897325,-0.99933743,5,0.682579543600313,2500,5,500.0,0.0,500,500,0.005564007552639491,0.001599392645528862,0.008619025066309672,0.002598884516373593,2.7820037763197454,0.77836688373745,3.8458011194124584,1.4414201560092248,2.7820037763197454,0.77836688373745,3.8458011194124584,1.4414201560092248,0.0004252869,0.0016903341,0.00327308,-0.0027359326,5,2.7820037763197454,0.013111041858792305,178.53427554597147,174.6639485110063,0.011289748130366206,0.010699782986193895,7.293226636946201,360.52655126689933,601.348267031135,0
8300,0.011987925,0.012192946,-8.55776,3.1632743,0.021974111,3.2070518,3.0890002,3.1618278,0.02591366,3.2123325,3.070242,3.1704426,0.11007091,3.575589,2.9059675,-5.399371,0.28497246,-4.70714,-6.6160517,-0.0103914095,0.012274982,0.01614448,-0.02973269,-0.13306767,0.0067991293,-0.12323268,-0.1472008,0.3674105405807495,-13.403067588806152,8300,17,500.0,0.0,500,500,0.004209824138556646,0.0046929781635932895,0.02721446737114578,1.6340740685668228e-05,2.104912069278324,1.0064584544452975,4.06499373640977,1.3433744708416313,-0.0057105334,0.5869092,0.9973366,-0.9974324,5,2.104912069278324,5000,10,500.0,0.0,500,500,0.0029526747358385686,0.0019633234403696495,0.007556133370021751,0.00017621698626637535,1.4763373679192846,0.5902503452058238,2.3993796161315233,0.8784750735680771,1.4763373679192846,0.5902503452058238,2.3993796161315233,0.8784750735680771,-0.010378974,0.012251785,0.015903521,-0.029244589,5,1.4763373679192846,0.014108065981417894,178.37357804714702,184.56126991310157,0.013663514982908964,0.0055604379158467054,7.463300498900935,370.4314804780297,971.7814733153209,1
10800,0.001603185,0.0016442346,-8.352547,2.8930898,0.017909996,2.9286296,2.8358498,2.8928835,0.018724775,2.9335501,2.823925,2.896182,0.04158995,3.0312197,2.8008358,-5.4621997,0.33669376,-4.5338244,-6.9017534,0.0006637593,0.0070453766,0.009062912,-0.0167002,-0.13395336,0.0057123345,-0.12237994,-0.1425069,0.13516247272491455,-26.928142547607422,10800,22,500.0,0.0,500,500,0.0023715218280970776,0.003093581359079314,0.019078295021250555,1.0371779780034747e-05,1.1857609140485392,1.0392671781353653,3.2121519613366765,0.423467385165253,-0.0021876765,0.58495635,0.9963635,-0.9973314,5,1.1857609140485392,7500,15,500.0,0.0,500,500,0.006495665430226778,0.0011860374628596478,0.008579517110210853,0.0037320058027200172,3.2478327151133897,0.45859126287177,3.701332557632543,2.3826001310490144,3.2478327151133897,0.45859126287177,3.701332557632543,2.3826001310490144,0.00067821663,0.0070956396,0.008755464,-0.01631954,5,3.2478327151133897,0.013086670078337193,179.75303715490736,179.73091586190276,0.011613873997703195,0.005879696924239397,7.33441681182012,366.8489500696305,1338.6321155803744,2
13300,0.00023438733,0.00024500213,-8.290787,2.8433952,0.020436253,2.8749208,2.7632465,2.8435903,0.019604383,2.8773496,2.7739048,2.8429058,0.024095424,2.915383,2.7621706,-5.449081,0.32540324,-4.5539436,-6.4212303,0.002226214,0.00384266,0.008813191,-0.0028942463,-0.11858526,0.0048955996,-0.10856575,-0.12742497,0.04972313717007637,-40.351078033447266,13300,27,500.0,0.0,500,500,0.003458263105615544,0.003438980937192635,0.01783624228068028,9.957541294693208e-05,1.729131552807773,0.7375947292707726,2.8297543733716073,0.773897412192025,0.0056976057,0.5938313,0.9995781,-0.9997344,5,1.729131552807773,10000,20,500.0,0.0,500,500,0.004497914196226273,0.0012185294507788668,0.00772441497455721,0.0030897631819742106,2.248957098113136,0.591309199359336,3.3535286242523066,1.6459452506018453,2.248957098113136,0.591309199359336,3.3535286242523066,1.6459452506018453,0.0022784537,0.0038854235,0.008249202,-0.0026342068,5,2.248957098113136,0.012822269927710295,179.6058966119308,178.52006708295085,0.012580260168761015,0.006871392019093037,7.0682815469335765,365.2265191639308,1703.8605061313137,3
15800,5.1647352e-05,4.5419973e-05,-8.238672,2.8126893,0.019430174,2.8417509,2.7421026,2.812869,0.018022824,2.8429575,2.7504246,2.8132582,0.018354831,2.8442004,2.7535024,-5.427364,0.30574423,-4.804044,-6.3416834,-0.0006512618,0.008623525,0.011637909,-0.012024692,-0.1129508,0.00296464,-0.10669568,-0.120588705,0.018292438238859177,-53.71305465698242,15800,32,500.0,0.0,500,500,0.004901589454670432,0.005852976653807863,0.03353450574101775,5.225840461688946e-05,2.4507947273352166,1.6933792271180226,4.8735858148580915,0.4678040420443675,-0.0032902816,0.5933307,0.997602,-0.99573106,5,2.4507947273352166,12500,25,500.0,0.0,500,500,0.007476160819330966,0.003950817947079187,0.020009330249725878,0.003938694048746309,3.7380804096654807,1.7781111812529264,7.051155417701434,2.1690307996551175,3.7380804096654807,1.7781111812529264,7.051155417701434,2.1690307996551175,-0.0005415809,0.00866096,0.011135928,-0.011590223,5,3.7380804096654807,0.013171521946787834,174.6226964269299,177.572344471002,0.011774979997426271,0.005753170931711793,7.043186347000301,359.26892691780813,2063.131351098884,4
18300,1.4755777e-05,1.2244705e-05,-8.27607,2.789783,0.020592377,2.8201318,2.7322896,2.7896903,0.020435486,2.820795,2.7321634,2.7894104,0.021078892,2.8210187,2.7339437,-5.487419,0.36756307,-4.6766453,-6.90555,0.0004724942,0.022332907,0.03304355,-0.041121617,-0.10191926,0.0020020425,-0.09231031,-0.10659026,0.006731014233082533,-67.4375,18300,37,500.0,0.0,500,500,0.002765409515649937,0.0030925307897522666,0.014452091308799393,5.035423099760313e-06,1.382704757824969,0.47349411723998003,2.092234480487464,0.7945190080510446,0.0029592302,0.59994906,0.9984547,-0.9991192,5,1.382704757824969,15000,30,500.0,0.0,500,500,0.009928016502801491,0.005386404795896372,0.01988062975427918,0.0023073591186233717,4.9640082514007435,2.3833486715957104,7.757297186226738,2.207710878390253,4.9640082514007435,2.3833486715957104,7.757297186226738,2.207710878390253,0.0005501542,0.022437183,0.03277871,-0.03995012,5,4.9640082514007435,0.012823455967009068,176.52615963015705,176.588856728049,0.011202991008758545,0.0051904949359595776,6.88629019097425,360.030523491092,2423.1637554010376,5
20800,1.3797609e-05,1.4969597e-05,-8.153464,2.7640347,0.024424922,2.8052106,2.684013,2.7635975,0.024323886,2.806434,2.675043,2.7640612,0.025148414,2.8063896,2.6743593,-5.3907547,0.51720095,-3.9795966,-6.6160474,-0.0007171561,0.07039247,0.13209936,-0.14329343,-0.07397989,0.0075303554,-0.04292507,-0.087294646,0.002478246344253421,-80.33390808105469,20800,42,500.0,0.0,500,500,0.006697021392251898,0.01076777224964276,0.08435080096752501,3.2339777078504988e-09,3.348510696125948,2.9254671219950787,8.203173088256907,0.25557051860732694,-0.00044095478,0.60650074,0.9990807,-0.9985448,5,3.348510696125948,17500,35,500.0,0.0,500,500,0.008596466614059673,0.005588491439985357,0.028463818422889333,0.0030078130594210603,4.298233307029837,1.518153561337512,6.760893351035435,2.696865732022572,4.298233307029837,1.518153561337512,6.760893351035435,2.696865732022572,-0.00057041406,0.07045184,0.12526426,-0.13609363,5,4.298233307029837,0.012819272931665182,175.39380795392208,174.5862902130466,0.0115391849540174,0.0076527721248567104,6.6030132649466395,356.61512266192585,2779.780529090669,6
23300,3.2262462e-05,2.1056563e-05,-7.808706,2.7403936,0.030000107,2.7840354,2.6012487,2.7383482,0.031170761,2.779595,2.5999496,2.7363763,0.029655049,2.7756286,2.5995648,-5.0698986,1.0765858,-2.404365,-7.558468,0.012077048,0.23881045,0.5294022,-0.61495924,-0.01098641,0.047683362,0.16592185,-0.10596427,0.0009183405200019479,-91.38423919677734,23300,47,500.0,0.0,500,500,0.0017432523562888641,0.006416100945888539,0.057075038046067415,3.8756612733929304e-11,0.8716261781444322,0.9951930054351779,2.8426066645921035,0.17301308916277258,0.01236586,0.65286136,0.9997711,-0.9994532,5,0.8716261781444322,20000,40,500.0,0.0,500,500,0.004488092332445263,0.0054651131212208855,0.033046497901050034,2.2648549702353193e-14,2.2440461662226303,1.3079605160122099,4.509606028546154,0.6272310027778856,2.2440461662226303,1.3079605160122099,4.509606028546154,0.6272310027778856,0.018749636,0.25288484,0.55054796,-0.61594534,5,2.2440461662226303,0.01294050388969481,172.55922240996733,180.73795700306073,0.012357216095551848,0.0077085248194634914,6.994585346197709,360.3247710040305,3140.106890774565,7
25800,8.270298e-05,5.1659474e-05,-6.0075283,2.683682,0.105638616,2.7570627,2.1585643,2.684701,0.10860114,2.7615843,2.1405497,2.6904073,0.10848927,2.7675781,2.1542735,-3.3234968,3.5251017,16.949528,-7.017544,0.025236044,0.5789615,2.392886,-2.39753,0.033788893,0.16972406,0.51257044,-0.7629557,0.00035795121220871806,-89.84294128417969,25800,52,500.0,0.0,500,500,0.003863704311629871,0.0075822931043772294,0.03656647777988147,3.226060011722135e-10,1.9318521558149346,1.892803915649677,4.7845102249672875,0.1627609207494277,-0.006729977,0.7090081,0.99998564,-0.99999475,5,1.9318521558149346,22500,45,500.0,0.0,500,500,0.0025848205104114425,0.007102457599786724,0.061632141556571554,7.415212740132422e-10,1.2924102552057213,1.1553430961858187,3.441144679522322,0.26154825140620575,1.2924102552057213,1.1553430961858187,3.441144679522322,0.26154825140620575,-0.016334178,0.40676782,0.9995691,-0.9992127,5,1.2924102552057213,0.012846434023231268,173.83022624999285,180.15689890296198,0.011318864999338984,0.006146307103335857,6.92942956299521,360.94686632207595,3501.0554154259153,8
28300,7.3788615e-05,0.00014734617,-0.697114,2.6365547,0.170027,2.7450187,1.786032,2.6429803,0.16556337,2.750206,1.8237668,2.6414123,0.17408086,2.7677948,1.773277,1.9405954,6.033745,28.245495,-6.1394715,0.42639917,1.1110606,2.8571076,-2.8837883,-0.03033283,0.31014413,1.3853067,-0.92105025,0.0001944851828739047,-51.77573013305664,28300,57,500.0,0.0,500,500,0.0005944605512763211,0.0023468060232528956,0.018393968742890628,3.7586443587163856e-10,0.29723027563816057,0.11198133489833288,0.4762674685669214,0.169492060759373,0.053991936,0.74915475,0.99999744,-0.9999775,5,0.29723027563816057,25000,50,500.0,0.0,500,500,0.0003546369434167017,0.001533959171371086,0.012398718609392241,3.704249351699218e-09,0.17731847170835074,0.03145843794027627,0.20407597380748177,0.11775056890075854,0.17731847170835074,0.03145843794027627,0.20407597380748177,0.11775056890075854,0.061191827,0.6991778,0.9961228,-0.99832654,5,0.17731847170835074,0.012704415945336223,179.4555933799129,176.53120501711965,0.011261149076744914,0.005262239137664437,6.700840616831556,362.71686681802385,3863.7739194482565,9
